Latitude °,Latitude,Longitude °,Longitude,Topography,Difficulty Challenge,Altitude,Temperature,Metals,Rare Metals,Concrete,Water,Dust Devils,Dust Storms,Meteors,Cold Waves,Map Name,Named Location,Breakthrough 1,Breakthrough 2,Breakthrough 3,Breakthrough 4,Breakthrough 5,Breakthrough 6,Breakthrough 7,Breakthrough 8,Breakthrough 9,Breakthrough 10,Breakthrough 11,Breakthrough 12,Breakthrough 13,Breakthrough 14,Breakthrough 15,Breakthrough 16,Breakthrough 17
0,S,62,W,Rough,180,1610,-15,2,2,2,4,2,3,1,1,BlankBigCanyonCMix_04,Colony Site,Designed Forestation,Superior Cables,Core Water,Multispiral Architecture,Nocturnal Adaptation,Gem Architecture,Alien Imprints,Lake Vaporators,Gene Selection,Resilient Vegetation,Construction Nanites ,Neo-Concrete,Service Bots,Advanced Drone Drive,Hive Mind ,Nano Refinement,Neural Empathy
0,S,63,E,Relatively Flat,140,2879,-15,2,2,1,2,3,1,3,1,BlankBigCliffsCMix_02,Terra Sabaea,Good Vibrations,Superfungus,Wireless Power,Giant Crops,Inspiring Architecture,Nocturnal Adaptation,Service Bots,Cloning,Overcharge Amplifications,Multispiral Architecture,Zero-Space Computing,Rapid Sleep,Core Water,Superconducting Computing,Gem Architecture,Gene Selection,Hull Polarization
0,S,63,W,Relatively Flat,100,1494,-15,2,2,2,4,2,3,1,1,BlankBig_01,,Core Water,Construction Nanites ,Dome Streamlining,Project Phoenix,Martianborn Ingenuity,Neural Empathy,Space Rehabilitation,Soylent Green,Martian Diet,Wireless Power,Sustained Workload,Superconducting Computing,Extractor AI,Eternal Fusion,Printed Electronics,Overcharge Amplifications,Artificial Muscles
0,S,64,E,Relatively Flat,140,2071,-15,2,2,1,3,2,1,3,1,BlankBigTerraceCMix_04,Terra Sabaea,Frictionless Composites,Prefab Compression,Nano Refinement,Space Rehabilitation,Inspiring Architecture,Resilient Vegetation,Martian Diet,Superconducting Computing,Soylent Green,Designed Forestation,Autonomous Hubs,Neural Empathy,Neo-Concrete,Vocation-Oriented Society,Interplanetary Learning,Hull Polarization,Plutonium Synthesis
0,S,64,W,Relatively Flat,100,1840,-15,2,2,2,4,2,3,1,1,BlankBig_02,,Inspiring Architecture,Superfungus,Gene Selection,Prefab Compression,Superconducting Computing,Neo-Concrete,Plutonium Synthesis,Martian Steel,Lake Vaporators,Wireless Power,Plasma Rocket,Frictionless Composites,Core Water,Eternal Fusion,Cryo-sleep,Printed Electronics,Dry Farming
0,S,65,E,Relatively Flat,100,2187,-15,2,2,1,3,2,1,3,1,BlankBig_02,Terra Sabaea,Zero-Space Computing,Designed Forestation,Superfungus,Martianborn Ingenuity,Martian Diet,Plutonium Synthesis,Giant Crops,Service Bots,Forever Young,Construction Nanites ,Alien Imprints,Dry Farming,Good Vibrations,Hull Polarization,Nocturnal Adaptation,Gene Selection,Inspiring Architecture
0,S,65,W,Relatively Flat,140,1840,-15,2,2,2,4,2,4,1,1,BlankBigTerraceCMix_08,,Good Vibrations,Cloning,The Positronic Brain,Ancient Terraforming Device,Giant Crops,Lake Vaporators,Designed Forestation,Cryo-sleep,Hypersensitive Photovoltaics,Superior Cables,Alien Imprints,Core Rare Metals,Core Water,Interplanetary Learning,Hull Polarization,Construction Nanites ,Forever Young
0,S,66,E,Relatively Flat,140,2071,-15,3,3,1,4,2,1,3,1,BlankBigCliffsCMix_01,Terra Sabaea,Dome Streamlining,Extractor AI,Magnetic Extraction,Forever Young,Core Water,Lake Vaporators,Resilient Vegetation,Core Metals,Sustained Workload,Rapid Sleep,Superior Cables,Martian Steel,Plasma Rocket,Hypersensitive Photovoltaics,Frictionless Composites,Inspiring Architecture,Prefab Compression
0,S,66,W,Relatively Flat,140,2187,-15,2,2,2,4,2,4,1,1,BlankBigCanyonCMix_09,,Superior Cables,Good Vibrations,Factory Automation,Dry Farming,Neural Empathy,Plutonium Synthesis,Lake Vaporators,The Positronic Brain,Extractor AI,Martian Diet,Plasma Rocket,Zero-Space Computing,Designed Forestation,Wireless Power,Martianborn Ingenuity,Neo-Concrete,Rapid Sleep
0,S,67,E,Relatively Flat,100,2187,-15,3,3,1,4,2,1,3,1,BlankBig_02,Terra Sabaea,Gene Selection,Good Vibrations,Landscaping Nanites,Autonomous Hubs,Gem Architecture,Sustained Workload,Zero-Space Computing,Artificial Muscles,Space Rehabilitation,Martian Steel,Neo-Concrete,Alien Imprints,Superior Pipes,Giant Crops,Frictionless Composites,Printed Electronics,Hive Mind 
0,S,67,W,Steep,220,2302,-15,3,3,2,4,2,4,1,1,BlankBigTerraceCMix_19,,Nocturnal Adaptation,Ancient Terraforming Device,Resilient Vegetation,Alien Imprints,Rapid Sleep,Dry Farming,Printed Electronics,Hive Mind ,Superfungus,Core Rare Metals,Core Metals,Construction Nanites ,Magnetic Extraction,Core Water,Hypersensitive Photovoltaics,Project Phoenix,Martian Diet
0,S,68,E,Relatively Flat,140,2302,-15,3,3,1,4,2,1,3,1,BlankBigCliffsCMix_02,Terra Sabaea,Overcharge Amplifications,Lake Vaporators,Hypersensitive Photovoltaics,Superior Pipes,Core Water,Cryo-sleep,Cloning,Dome Streamlining,Eternal Fusion,Dry Farming,Magnetic Extraction,Service Bots,Plasma Rocket,Good Vibrations,Printed Electronics,Martianborn Ingenuity,Landscaping Nanites
0,S,68,W,Relatively Flat,100,2648,-3,3,3,2,4,2,4,1,1,BlankBig_01,,Martian Steel,The Positronic Brain,Gem Architecture,Designed Forestation,Core Water,Landscaping Nanites,Rapid Sleep,Factory Automation,Service Bots,Prefab Compression,Neo-Concrete,Plutonium Synthesis,Superior Cables,Nocturnal Adaptation,Sustained Workload,Ancient Terraforming Device,Lake Vaporators
0,S,69,E,Relatively Flat,100,2187,-15,3,3,1,4,2,1,3,1,BlankBigCanyonCMix_07,Terra Sabaea,Rapid Sleep,Plasma Rocket,Neo-Concrete,Multispiral Architecture,Inspiring Architecture,Plutonium Synthesis,Construction Nanites ,Sustained Workload,Nano Refinement,Superior Pipes,Hive Mind ,Martianborn Ingenuity,Advanced Drone Drive,Core Water,Prefab Compression,Good Vibrations,Cloning
0,S,69,W,Relatively Flat,100,2995,-1,3,3,3,4,3,4,1,1,BlankBig_02,,Factory Automation,Space Rehabilitation,Artificial Muscles,Lake Vaporators,Gene Selection,Core Water,Plasma Rocket,Autonomous Hubs,Wireless Power,Plutonium Synthesis,Hive Mind ,Safe Mode,Inspiring Architecture,Martian Steel,Core Metals,Gem Architecture,Martianborn Ingenuity
0,S,70,E,Relatively Flat,100,2302,-15,3,3,1,4,2,1,3,1,BlankBig_03,Terra Sabaea,The Positronic Brain,Neural Empathy,Dome Streamlining,Prefab Compression,Eternal Fusion,Plasma Rocket,Factory Automation,Gem Architecture,Magnetic Extraction,Superior Pipes,Good Vibrations,Martian Steel,Designed Forestation,Inspiring Architecture,Sustained Workload,Hypersensitive Photovoltaics,Extractor AI
0,S,70,W,Relatively Flat,100,3456,-1,3,3,3,4,3,4,1,1,BlankBigCanyonCMix_07,,Safe Mode,Sustained Workload,Core Rare Metals,Plutonium Synthesis,Martian Steel,Martianborn Ingenuity,Forever Young,Factory Automation,Ancient Terraforming Device,Core Metals,Inspiring Architecture,Printed Electronics,Gem Architecture,Rapid Sleep,Eternal Fusion,Cryo-sleep,Vector Pump
0,S,71,E,Relatively Flat,140,2187,-15,4,4,1,4,2,1,3,1,BlankBigCliffsCMix_02,Terra Sabaea,Martian Diet,Vocation-Oriented Society,Zero-Space Computing,Gene Selection,Plutonium Synthesis,Nocturnal Adaptation,Nano Refinement,Good Vibrations,Sustained Workload,Printed Electronics,Space Rehabilitation,Resilient Vegetation,Autonomous Hubs,Hull Polarization,Inspiring Architecture,Core Metals,Core Water
0,S,71,W,Relatively Flat,140,3456,-1,3,3,3,4,3,4,1,1,BlankBigTerraceCMix_11,,Gem Architecture,Factory Automation,Prefab Compression,Nano Refinement,Plasma Rocket,The Positronic Brain,Zero-Space Computing,Cryo-sleep,Vocation-Oriented Society,Magnetic Extraction,Eternal Fusion,Advanced Drone Drive,Gene Selection,Core Water,Hive Mind ,Superconducting Computing,Frictionless Composites
0,S,72,E,Steep,220,2071,-15,4,4,1,4,2,1,3,1,BlankBigTerraceCMix_20,Terra Sabaea,Safe Mode,Core Metals,Core Rare Metals,Nocturnal Adaptation,Alien Imprints,Superior Cables,Rapid Sleep,Giant Crops,Gem Architecture,Eternal Fusion,Neural Empathy,Hypersensitive Photovoltaics,Vector Pump,Cryo-sleep,Martianborn Ingenuity,Wireless Power,Sustained Workload
0,S,72,W,Relatively Flat,140,3802,-1,3,3,3,4,3,4,1,1,BlankBigTerraceCMix_04,,The Positronic Brain,Lake Vaporators,Hull Polarization,Overcharge Amplifications,Nano Refinement,Hypersensitive Photovoltaics,Interplanetary Learning,Landscaping Nanites,Multispiral Architecture,Cloning,Hive Mind ,Gem Architecture,Martian Diet,Project Phoenix,Inspiring Architecture,Sustained Workload,Dome Streamlining
0,S,73,E,Relatively Flat,100,1840,-15,4,4,1,4,2,1,3,1,BlankBig_02,Terra Sabaea,Nocturnal Adaptation,Artificial Muscles,Resilient Vegetation,Construction Nanites ,Landscaping Nanites,Cryo-sleep,Sustained Workload,Overcharge Amplifications,Vocation-Oriented Society,Vector Pump,Core Metals,Dry Farming,Interplanetary Learning,Plutonium Synthesis,Martian Steel,Service Bots,Advanced Drone Drive
0,S,73,W,Relatively Flat,140,3687,-3,3,3,3,4,3,4,1,1,BlankBigTerraceCMix_16,,Core Rare Metals,Vocation-Oriented Society,Nocturnal Adaptation,Space Rehabilitation,Interplanetary Learning,Superior Cables,Wireless Power,Service Bots,Alien Imprints,Multispiral Architecture,Martian Steel,Martian Diet,Prefab Compression,Extractor AI,Resilient Vegetation,Inspiring Architecture,Plasma Rocket
0,S,74,E,Relatively Flat,140,1840,-15,4,4,1,4,2,1,3,1,BlankBigTerraceCMix_16,Terra Sabaea,Superior Cables,Hive Mind ,Rapid Sleep,Core Metals,Nocturnal Adaptation,Neural Empathy,Lake Vaporators,Overcharge Amplifications,Forever Young,The Positronic Brain,Sustained Workload,Safe Mode,Printed Electronics,Factory Automation,Superior Pipes,Advanced Drone Drive,Designed Forestation
0,S,74,W,Relatively Flat,140,3802,-6,3,3,2,4,3,4,1,1,BlankBigCliffsCMix_02,,Artificial Muscles,Plasma Rocket,Factory Automation,Superior Cables,Printed Electronics,Construction Nanites ,Forever Young,Hive Mind ,Magnetic Extraction,Resilient Vegetation,Martian Steel,Prefab Compression,Good Vibrations,Inspiring Architecture,Advanced Drone Drive,Superconducting Computing,Superfungus
0,S,75,E,Relatively Flat,140,1725,-15,4,4,1,4,2,1,3,1,BlankBigTerraceCMix_17,Terra Sabaea,Hypersensitive Photovoltaics,Martian Diet,Interplanetary Learning,Hull Polarization,Gem Architecture,Plutonium Synthesis,Alien Imprints,Cloning,Good Vibrations,Artificial Muscles,Core Water,Neo-Concrete,Designed Forestation,Vocation-Oriented Society,Construction Nanites ,Zero-Space Computing,Dome Streamlining
0,S,75,W,Relatively Flat,140,4610,-10,3,3,2,4,3,4,1,1,BlankBigTerraceCMix_11,,Space Rehabilitation,Autonomous Hubs,Neural Empathy,Plasma Rocket,Hive Mind ,Rapid Sleep,Vector Pump,Interplanetary Learning,Landscaping Nanites,Giant Crops,Factory Automation,Multispiral Architecture,Core Water,Frictionless Composites,Gene Selection,Cloning,Dome Streamlining
0,S,76,E,Relatively Flat,140,1379,-15,4,4,1,4,2,1,3,1,BlankBigTerraceCMix_04,Terra Sabaea,Martian Steel,Artificial Muscles,Dome Streamlining,Cloning,Core Rare Metals,Hypersensitive Photovoltaics,Alien Imprints,Nano Refinement,Service Bots,Safe Mode,Rapid Sleep,Superior Cables,Magnetic Extraction,Lake Vaporators,Frictionless Composites,Cryo-sleep,Neo-Concrete
0,S,76,W,Relatively Flat,100,4379,-15,3,3,2,4,3,4,1,1,BlankBigTerraceCMix_15,,Designed Forestation,Frictionless Composites,Rapid Sleep,Vector Pump,Multispiral Architecture,Neural Empathy,Magnetic Extraction,Martian Steel,Soylent Green,Cloning,Sustained Workload,Resilient Vegetation,Superior Pipes,Neo-Concrete,Service Bots,Superfungus,Interplanetary Learning
0,S,77,E,Relatively Flat,100,1379,-15,4,4,1,4,2,1,3,1,BlankBig_04,Terra Sabaea,Project Phoenix,Cloning,Plutonium Synthesis,Overcharge Amplifications,Hive Mind ,Landscaping Nanites,Zero-Space Computing,Alien Imprints,Nocturnal Adaptation,Martianborn Ingenuity,Vocation-Oriented Society,Advanced Drone Drive,Space Rehabilitation,Plasma Rocket,Interplanetary Learning,Sustained Workload,Neo-Concrete
0,S,77,W,Relatively Flat,140,4495,-15,3,3,2,4,3,4,1,1,BlankBigTerraceCMix_16,,Cryo-sleep,Martianborn Ingenuity,Superior Pipes,Resilient Vegetation,Printed Electronics,Wireless Power,Dome Streamlining,Factory Automation,Lake Vaporators,Core Water,The Positronic Brain,Vocation-Oriented Society,Plutonium Synthesis,Soylent Green,Designed Forestation,Martian Steel,Neural Empathy
0,S,78,E,Relatively Flat,100,1263,-15,4,4,1,4,2,1,3,1,BlankBigTerraceCMix_15,Terra Sabaea,Good Vibrations,Nocturnal Adaptation,Martianborn Ingenuity,Neo-Concrete,Dome Streamlining,Inspiring Architecture,Autonomous Hubs,Factory Automation,Frictionless Composites,Resilient Vegetation,Lake Vaporators,Ancient Terraforming Device,Soylent Green,Core Metals,Martian Diet,Superconducting Computing,Core Water
0,S,78,W,Rough,180,5764,-15,3,3,2,4,3,4,2,1,BlankBigCanyonCMix_08,,Resilient Vegetation,Rapid Sleep,Dome Streamlining,Advanced Drone Drive,Zero-Space Computing,Gene Selection,Wireless Power,Cloning,Hull Polarization,Printed Electronics,Hypersensitive Photovoltaics,Hive Mind ,Nano Refinement,Neural Empathy,Frictionless Composites,Construction Nanites ,Forever Young
0,S,79,E,Relatively Flat,100,1033,-15,4,4,1,4,2,1,3,1,BlankBig_02,Terra Sabaea,Printed Electronics,Autonomous Hubs,Eternal Fusion,Designed Forestation,Service Bots,Forever Young,Magnetic Extraction,Vocation-Oriented Society,Core Rare Metals,Gene Selection,Hull Polarization,Core Metals,Safe Mode,Advanced Drone Drive,Plasma Rocket,Plutonium Synthesis,Sustained Workload
0,S,79,W,Steep,220,5187,-15,3,3,2,4,3,4,2,1,BlankBigTerraceCMix_10,,Resilient Vegetation,Core Water,Forever Young,Core Metals,Inspiring Architecture,Martianborn Ingenuity,Safe Mode,Plutonium Synthesis,Landscaping Nanites,Printed Electronics,Magnetic Extraction,Neural Empathy,Dome Streamlining,Hive Mind ,Cryo-sleep,Core Rare Metals,Prefab Compression
0,S,80,E,Relatively Flat,140,1263,-15,4,4,1,4,2,1,3,1,BlankBigTerraceCMix_14,Terra Sabaea,Superior Pipes,Vector Pump,Eternal Fusion,Superfungus,Dry Farming,Neo-Concrete,Core Rare Metals,Hull Polarization,Rapid Sleep,Dome Streamlining,Interplanetary Learning,Hive Mind ,Nano Refinement,Forever Young,Resilient Vegetation,Construction Nanites ,Plutonium Synthesis
0,S,80,W,Relatively Flat,100,-1045,-15,3,3,2,4,2,4,2,1,BlankBig_04,Colony Site,Overcharge Amplifications,Core Metals,Project Phoenix,Landscaping Nanites,Dome Streamlining,Neo-Concrete,Martian Steel,Autonomous Hubs,Neural Empathy,Construction Nanites ,Dry Farming,Hypersensitive Photovoltaics,Frictionless Composites,Factory Automation,Hive Mind ,Nocturnal Adaptation,Superior Pipes
0,S,81,E,Relatively Flat,140,686,-15,4,4,1,4,2,1,3,1,BlankBigTerraceCMix_04,Terra Sabaea,Cryo-sleep,Dry Farming,Hypersensitive Photovoltaics,Martian Steel,Ancient Terraforming Device,Interplanetary Learning,Plutonium Synthesis,Prefab Compression,Zero-Space Computing,Nocturnal Adaptation,Superior Cables,Rapid Sleep,Core Water,Designed Forestation,Lake Vaporators,Sustained Workload,Construction Nanites 
0,S,81,W,Relatively Flat,140,2187,-15,2,2,2,4,2,4,2,1,BlankBigCanyonCMix_03,Colony Site,Superior Pipes,Alien Imprints,Soylent Green,Rapid Sleep,Vector Pump,Overcharge Amplifications,Hull Polarization,Giant Crops,Martian Steel,Resilient Vegetation,Plutonium Synthesis,Magnetic Extraction,Advanced Drone Drive,Gene Selection,Prefab Compression,Dome Streamlining,Vocation-Oriented Society
0,S,82,E,Relatively Flat,100,109,-15,4,4,1,4,2,1,3,1,BlankBigTerraceCMix_15,Terra Sabaea,Wireless Power,Hypersensitive Photovoltaics,Core Rare Metals,Martian Diet,Sustained Workload,Good Vibrations,Prefab Compression,Service Bots,Neo-Concrete,Eternal Fusion,Inspiring Architecture,Dry Farming,Magnetic Extraction,Factory Automation,Autonomous Hubs,Frictionless Composites,Hull Polarization
0,S,82,W,Relatively Flat,100,1263,-15,2,2,2,4,2,4,2,1,BlankBig_03,,Zero-Space Computing,Vocation-Oriented Society,Wireless Power,Resilient Vegetation,Gem Architecture,Giant Crops,Project Phoenix,Superior Pipes,Service Bots,Ancient Terraforming Device,Hive Mind ,Neo-Concrete,Magnetic Extraction,Hull Polarization,Good Vibrations,Autonomous Hubs,Plutonium Synthesis
0,S,83,E,Relatively Flat,140,1263,-15,4,4,1,4,2,1,3,1,BlankBigTerraceCMix_11,Terra Sabaea,Wireless Power,Hypersensitive Photovoltaics,Overcharge Amplifications,Cloning,Good Vibrations,Space Rehabilitation,Martian Steel,Interplanetary Learning,Core Rare Metals,Autonomous Hubs,Superconducting Computing,Service Bots,Cryo-sleep,Alien Imprints,Eternal Fusion,Neural Empathy,Project Phoenix
0,S,83,W,Relatively Flat,100,1956,-15,2,2,2,4,2,4,1,1,BlankBig_02,,Superior Pipes,Inspiring Architecture,Autonomous Hubs,Printed Electronics,Superior Cables,Gem Architecture,Designed Forestation,Good Vibrations,Overcharge Amplifications,Zero-Space Computing,Hive Mind ,Core Rare Metals,Project Phoenix,Plutonium Synthesis,Frictionless Composites,Neo-Concrete,Wireless Power
0,S,84,E,Relatively Flat,140,1263,-15,4,4,1,4,2,1,3,1,BlankBigTerraceCMix_11,Terra Sabaea,Extractor AI,Nano Refinement,Resilient Vegetation,Cryo-sleep,Eternal Fusion,Safe Mode,The Positronic Brain,Vector Pump,Prefab Compression,Service Bots,Neo-Concrete,Giant Crops,Wireless Power,Lake Vaporators,Rapid Sleep,Core Rare Metals,Autonomous Hubs
0,S,84,W,Relatively Flat,100,2187,-15,2,2,2,4,2,4,1,1,BlankBigTerraceCMix_15,,Gene Selection,Core Water,Superior Cables,Neural Empathy,Core Metals,Alien Imprints,Extractor AI,Hive Mind ,Plutonium Synthesis,Zero-Space Computing,Giant Crops,Neo-Concrete,Vector Pump,Lake Vaporators,Space Rehabilitation,Safe Mode,Advanced Drone Drive
0,S,85,E,Relatively Flat,140,917,-15,4,4,1,4,2,1,3,1,BlankBigTerraceCMix_06,Terra Sabaea,Giant Crops,Rapid Sleep,Soylent Green,Hypersensitive Photovoltaics,Factory Automation,Inspiring Architecture,Plasma Rocket,Wireless Power,Superfungus,Martian Steel,Magnetic Extraction,Alien Imprints,Space Rehabilitation,The Positronic Brain,Eternal Fusion,Vector Pump,Project Phoenix
0,S,85,W,Relatively Flat,140,2648,-13,2,2,2,4,2,4,1,1,BlankTerraceBig_05,,Dry Farming,Gene Selection,Hull Polarization,Giant Crops,Inspiring Architecture,Space Rehabilitation,Printed Electronics,Alien Imprints,Superconducting Computing,Good Vibrations,Plasma Rocket,Plutonium Synthesis,Gem Architecture,Martian Steel,Nano Refinement,Multispiral Architecture,Superfungus
0,S,86,E,Relatively Flat,100,1263,-15,4,4,1,4,2,1,3,1,BlankBig_03,Terra Sabaea,Dry Farming,Construction Nanites ,Safe Mode,Martianborn Ingenuity,Frictionless Composites,Landscaping Nanites,Neural Empathy,Overcharge Amplifications,Core Water,Space Rehabilitation,Extractor AI,Superior Cables,Martian Steel,Gene Selection,Rapid Sleep,Soylent Green,Magnetic Extraction
0,S,86,W,Steep,220,2648,-13,2,2,2,4,2,4,1,1,BlankBigTerraceCMix_20,,Superior Cables,Good Vibrations,Gene Selection,Autonomous Hubs,Martian Steel,Inspiring Architecture,Neural Empathy,Prefab Compression,Wireless Power,Hive Mind ,Interplanetary Learning,Overcharge Amplifications,Core Water,Multispiral Architecture,Factory Automation,Advanced Drone Drive,Printed Electronics
0,S,87,E,Relatively Flat,100,1033,-10,4,4,1,4,2,1,3,1,BlankBig_04,Terra Sabaea,Vector Pump,Artificial Muscles,Superior Cables,Service Bots,Dry Farming,Cloning,Designed Forestation,Dome Streamlining,Core Water,Neo-Concrete,Interplanetary Learning,Sustained Workload,Hypersensitive Photovoltaics,Zero-Space Computing,Space Rehabilitation,Lake Vaporators,Giant Crops
0,S,87,W,Relatively Flat,140,2648,-12,2,2,2,4,2,4,1,1,BlankBigHeartCMix_03,,The Positronic Brain,Printed Electronics,Ancient Terraforming Device,Rapid Sleep,Soylent Green,Autonomous Hubs,Magnetic Extraction,Gem Architecture,Core Water,Superfungus,Superconducting Computing,Landscaping Nanites,Plasma Rocket,Wireless Power,Frictionless Composites,Extractor AI,Inspiring Architecture
0,S,88,E,Relatively Flat,140,1033,-1,4,4,1,4,2,2,3,1,BlankBigTerraceCMix_04,,Prefab Compression,Advanced Drone Drive,Gene Selection,The Positronic Brain,Sustained Workload,Core Metals,Autonomous Hubs,Core Rare Metals,Hive Mind ,Ancient Terraforming Device,Neo-Concrete,Frictionless Composites,Interplanetary Learning,Space Rehabilitation,Cloning,Superior Cables,Nocturnal Adaptation
0,S,88,W,Relatively Flat,140,2995,-15,3,3,2,4,3,4,1,1,BlankBigTerraceCMix_06,,Nano Refinement,Vector Pump,Extractor AI,Service Bots,Advanced Drone Drive,Neural Empathy,Martianborn Ingenuity,Nocturnal Adaptation,Rapid Sleep,Superconducting Computing,Artificial Muscles,Superior Pipes,Multispiral Architecture,Vocation-Oriented Society,Dry Farming,Space Rehabilitation,The Positronic Brain
0,S,89,E,Relatively Flat,140,456,-1,4,4,1,4,2,2,3,1,BlankBigCliffsCMix_02,,Good Vibrations,Extractor AI,Factory Automation,Designed Forestation,Soylent Green,Vector Pump,Cryo-sleep,Space Rehabilitation,Core Metals,Prefab Compression,Rapid Sleep,Plutonium Synthesis,Magnetic Extraction,Cloning,Core Rare Metals,Gene Selection,Forever Young
0,S,89,W,Relatively Flat,100,3110,-15,3,3,2,4,3,4,1,1,BlankBig_01,,Forever Young,Martian Steel,Dry Farming,Wireless Power,Inspiring Architecture,Overcharge Amplifications,Space Rehabilitation,Resilient Vegetation,Construction Nanites ,Superfungus,Service Bots,Vector Pump,Advanced Drone Drive,Hypersensitive Photovoltaics,Project Phoenix,Gene Selection,Sustained Workload
0,S,90,E,Relatively Flat,140,456,-1,4,4,1,4,2,3,3,1,BlankTerraceBig_05,,Core Metals,Hypersensitive Photovoltaics,Superconducting Computing,Giant Crops,Vocation-Oriented Society,Plasma Rocket,Martianborn Ingenuity,Magnetic Extraction,Autonomous Hubs,Nano Refinement,Sustained Workload,Cryo-sleep,Alien Imprints,Core Water,The Positronic Brain,Superior Cables,Hull Polarization
0,S,90,W,Relatively Flat,140,3341,-15,3,3,2,4,3,4,1,1,BlankBigCliffsCMix_01,,Eternal Fusion,Core Metals,Cryo-sleep,Superconducting Computing,Resilient Vegetation,Factory Automation,Lake Vaporators,Hypersensitive Photovoltaics,Nano Refinement,Soylent Green,Superior Pipes,Martian Steel,Core Rare Metals,Hull Polarization,Good Vibrations,Prefab Compression,Interplanetary Learning
0,S,91,E,Relatively Flat,100,1379,-1,4,4,1,4,2,3,3,1,BlankBig_01,,Cloning,Core Water,Autonomous Hubs,Sustained Workload,Martian Diet,Cryo-sleep,Superior Cables,Superfungus,Safe Mode,Martianborn Ingenuity,Zero-Space Computing,Martian Steel,Interplanetary Learning,Vocation-Oriented Society,The Positronic Brain,Wireless Power,Superior Pipes
0,S,91,W,Relatively Flat,140,3572,-15,3,3,2,4,3,4,1,1,BlankBigCliffsCMix_01,,Core Water,Hive Mind ,Core Metals,Resilient Vegetation,Martian Steel,Soylent Green,Prefab Compression,Safe Mode,Superconducting Computing,Dry Farming,Multispiral Architecture,Forever Young,Neural Empathy,Construction Nanites ,Magnetic Extraction,Wireless Power,Good Vibrations
0,S,92,E,Relatively Flat,140,-121,-1,4,4,1,4,2,3,3,1,BlankBigTerraceCMix_04,,Lake Vaporators,Interplanetary Learning,Inspiring Architecture,Magnetic Extraction,Neo-Concrete,Resilient Vegetation,Superconducting Computing,Frictionless Composites,Nocturnal Adaptation,Artificial Muscles,Alien Imprints,Extractor AI,Factory Automation,Wireless Power,Good Vibrations,Autonomous Hubs,Space Rehabilitation
0,S,92,W,Steep,220,3687,-15,2,2,2,4,3,4,1,1,BlankBigTerraceCMix_05,,Neural Empathy,Neo-Concrete,Artificial Muscles,Wireless Power,Zero-Space Computing,Resilient Vegetation,Nano Refinement,Magnetic Extraction,Martian Diet,Extractor AI,Core Water,Cryo-sleep,Ancient Terraforming Device,Space Rehabilitation,Superior Cables,Core Rare Metals,Gem Architecture
0,S,93,E,Relatively Flat,140,1494,-1,4,4,1,4,2,3,3,1,BlankBigCliffsCMix_01,,Neural Empathy,Vocation-Oriented Society,Giant Crops,Ancient Terraforming Device,Dome Streamlining,Interplanetary Learning,Alien Imprints,The Positronic Brain,Frictionless Composites,Factory Automation,Extractor AI,Rapid Sleep,Prefab Compression,Autonomous Hubs,Advanced Drone Drive,Dry Farming,Hypersensitive Photovoltaics
0,S,93,W,Relatively Flat,140,3918,-15,2,2,2,4,3,4,1,1,BlankBigTerraceCMix_14,,Nocturnal Adaptation,Hive Mind ,Project Phoenix,Factory Automation,Neural Empathy,Superfungus,Service Bots,Magnetic Extraction,Nano Refinement,Hypersensitive Photovoltaics,Giant Crops,Advanced Drone Drive,Resilient Vegetation,Extractor AI,Gem Architecture,Superior Pipes,Rapid Sleep
0,S,94,E,Relatively Flat,100,225,-1,4,4,1,4,2,3,3,1,BlankBig_03,,Designed Forestation,Neo-Concrete,Printed Electronics,Martianborn Ingenuity,Giant Crops,Hull Polarization,Plasma Rocket,Resilient Vegetation,Cryo-sleep,Sustained Workload,Factory Automation,Core Rare Metals,Project Phoenix,The Positronic Brain,Nano Refinement,Overcharge Amplifications,Good Vibrations
0,S,94,W,Relatively Flat,140,4033,-15,2,2,2,4,3,4,1,1,BlankBigTerraceCMix_17,,Sustained Workload,Hull Polarization,Dome Streamlining,Dry Farming,Printed Electronics,Cloning,Core Rare Metals,Plasma Rocket,Autonomous Hubs,The Positronic Brain,Ancient Terraforming Device,Neo-Concrete,Frictionless Composites,Service Bots,Nocturnal Adaptation,Superconducting Computing,Neural Empathy
0,S,95,E,Relatively Flat,140,1033,-1,4,4,1,4,2,3,3,1,BlankBigTerraceCMix_04,,The Positronic Brain,Soylent Green,Hive Mind ,Construction Nanites ,Hull Polarization,Gene Selection,Zero-Space Computing,Superconducting Computing,Core Rare Metals,Martianborn Ingenuity,Lake Vaporators,Superfungus,Forever Young,Magnetic Extraction,Superior Cables,Inspiring Architecture,Sustained Workload
0,S,95,W,Relatively Flat,140,4264,-15,2,2,2,4,3,4,1,1,BlankBigCliffsCMix_01,,Superior Cables,Autonomous Hubs,Factory Automation,Overcharge Amplifications,Space Rehabilitation,Martian Diet,Construction Nanites ,Hull Polarization,Core Water,Frictionless Composites,Artificial Muscles,Zero-Space Computing,Soylent Green,Core Metals,Martian Steel,Ancient Terraforming Device,Interplanetary Learning
